snyk_id,vulnerability type,ecosystem,package,security release,repository_url,possible release note,possible changelogs,link,Is there a documentation source?,list of sources (separated by semicolon),main source,is the fix mentioned?,How is the fix mentioned? (initial codes); separated by semicolon,How is the fix mentioned? (final codes); separated by semicolon,is there unrelated change mentioned?,is breaking change mentioned?,how the breaking change is mentioned? (initial codes); separated by semicolon,how the breaking change is mentioned? (final codes); separated by semicolon,Additional Comments
SNYK-PHP-MAGENTOCOMMUNITYEDITION-473097,Cross-site Scripting (XSS),Composer,magento/community-edition,2.3.2-p2,https://github.com/magento/magento2,https://github.com/magento/magento2/releases/tag/2.3.2-p2,https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/adminhtml/templates/tab/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/email/change_email_and_password.html ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/email/change_email.html ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/templates/form/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Integration/view/adminhtml/templates/integration/tokens_exchange.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Newsletter/view/frontend/templates/form/register/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Sales/view/adminhtml/templates/order/view/history.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Sales/view/adminhtml/templates/order/view/tab/history.phtml ; https://github.com,https://snyk.io/vuln/SNYK-PHP-MAGENTOCOMMUNITYEDITION-473097,N,,,,,,,,,,
SNYK-PHP-MAGENTOCOMMUNITYEDITION-595965,Directory Traversal,Composer,magento/community-edition,2.3.5-p2,https://github.com/magento/magento2,https://github.com/magento/magento2/releases/tag/2.3.5-p2,https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/adminhtml/templates/tab/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/email/change_email_and_password.html ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/email/change_email.html ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/templates/form/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Integration/view/adminhtml/templates/integration/tokens_exchange.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Newsletter/view/frontend/templates/form/register/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Sales/view/adminhtml/templates/order/view/history.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Sales/view/adminhtml/templates/order/view/tab/history.phtml ; https://github.com,https://snyk.io/vuln/SNYK-PHP-MAGENTOCOMMUNITYEDITION-595965,N,,,,,,,,,,
SNYK-PHP-MAGENTOCORE-174089,Information Disclousure,Composer,magento/core,1.9.4.1,https://github.com/bragento/magento-core,https://github.com/bragento/magento-core/releases/tag/1.9.4.1,https://github.com/bragento/magento-core/blob/master/app/design/adminhtml/default/default/template/connect/extension/custom/release.phtml ; https://github.com/bragento/magento-core/blob/master/app/design/adminhtml/default/default/template/customer/tab/newsletter.phtml ; https://github.com/bragento/magento-core/blob/master/app/design/adminhtml/default/default/template/sales/order/view/history.phtml ; https://github.com/bragento/magento-core/blob/master/app/design/adminhtml/default/default/template/sales/order/view/tab/history.phtml ; https://github.com/bragento/magento-core/blob/master/app/design/frontend/base/default/template/customer/account/dashboard/newsletter.phtml ; https://github.com/bragento/magento-core/blob/master/app/design/frontend/base/default/template/customer/form/changepassword.phtml ; https://github.com/bragento/magento-core/blob/master/app/design/frontend/base/default/template/customer/form/newsletter.phtml ; https://github.com/bragento/magento-core/blob/master/app/design/frontend/base/defaul,https://snyk.io/vuln/SNYK-PHP-MAGENTOCORE-174089,N,,,,,,,,,,
SNYK-PHP-MAGENTOCORE-568591,Cross-site Scripting (XSS),Composer,magento/core,1.9.4.5,https://github.com/bragento/magento-core,https://github.com/bragento/magento-core/releases/tag/1.9.4.5,https://github.com/bragento/magento-core/blob/master/app/design/adminhtml/default/default/template/connect/extension/custom/release.phtml ; https://github.com/bragento/magento-core/blob/master/app/design/adminhtml/default/default/template/customer/tab/newsletter.phtml ; https://github.com/bragento/magento-core/blob/master/app/design/adminhtml/default/default/template/sales/order/view/history.phtml ; https://github.com/bragento/magento-core/blob/master/app/design/adminhtml/default/default/template/sales/order/view/tab/history.phtml ; https://github.com/bragento/magento-core/blob/master/app/design/frontend/base/default/template/customer/account/dashboard/newsletter.phtml ; https://github.com/bragento/magento-core/blob/master/app/design/frontend/base/default/template/customer/form/changepassword.phtml ; https://github.com/bragento/magento-core/blob/master/app/design/frontend/base/default/template/customer/form/newsletter.phtml ; https://github.com/bragento/magento-core/blob/master/app/design/frontend/base/defaul,https://snyk.io/vuln/SNYK-PHP-MAGENTOCORE-568591,N,,,,,,,,,,
SNYK-PHP-MAGENTOCORE-72832,Cross-site Scripting (XSS),Composer,magento/core,1.9.4.0,https://github.com/bragento/magento-core,https://github.com/bragento/magento-core/releases/tag/1.9.4.0,https://github.com/bragento/magento-core/blob/master/app/design/adminhtml/default/default/template/connect/extension/custom/release.phtml ; https://github.com/bragento/magento-core/blob/master/app/design/adminhtml/default/default/template/customer/tab/newsletter.phtml ; https://github.com/bragento/magento-core/blob/master/app/design/adminhtml/default/default/template/sales/order/view/history.phtml ; https://github.com/bragento/magento-core/blob/master/app/design/adminhtml/default/default/template/sales/order/view/tab/history.phtml ; https://github.com/bragento/magento-core/blob/master/app/design/frontend/base/default/template/customer/account/dashboard/newsletter.phtml ; https://github.com/bragento/magento-core/blob/master/app/design/frontend/base/default/template/customer/form/changepassword.phtml ; https://github.com/bragento/magento-core/blob/master/app/design/frontend/base/default/template/customer/form/newsletter.phtml ; https://github.com/bragento/magento-core/blob/master/app/design/frontend/base/defaul,https://snyk.io/vuln/SNYK-PHP-MAGENTOCORE-72832,N,,,,,,,,,,
SNYK-PHP-MAGENTOCORE-72833,Cross-site Scripting (XSS),Composer,magento/core,1.9.4.0,https://github.com/bragento/magento-core,https://github.com/bragento/magento-core/releases/tag/1.9.4.0,https://github.com/bragento/magento-core/blob/master/app/design/adminhtml/default/default/template/connect/extension/custom/release.phtml ; https://github.com/bragento/magento-core/blob/master/app/design/adminhtml/default/default/template/customer/tab/newsletter.phtml ; https://github.com/bragento/magento-core/blob/master/app/design/adminhtml/default/default/template/sales/order/view/history.phtml ; https://github.com/bragento/magento-core/blob/master/app/design/adminhtml/default/default/template/sales/order/view/tab/history.phtml ; https://github.com/bragento/magento-core/blob/master/app/design/frontend/base/default/template/customer/account/dashboard/newsletter.phtml ; https://github.com/bragento/magento-core/blob/master/app/design/frontend/base/default/template/customer/form/changepassword.phtml ; https://github.com/bragento/magento-core/blob/master/app/design/frontend/base/default/template/customer/form/newsletter.phtml ; https://github.com/bragento/magento-core/blob/master/app/design/frontend/base/defaul,https://snyk.io/vuln/SNYK-PHP-MAGENTOCORE-72833,N,,,,,,,,,,
SNYK-PHP-MAGENTOCORE-72835,Information Exposure,Composer,magento/core,1.9.4.0,https://github.com/bragento/magento-core,https://github.com/bragento/magento-core/releases/tag/1.9.4.0,https://github.com/bragento/magento-core/blob/master/app/design/adminhtml/default/default/template/connect/extension/custom/release.phtml ; https://github.com/bragento/magento-core/blob/master/app/design/adminhtml/default/default/template/customer/tab/newsletter.phtml ; https://github.com/bragento/magento-core/blob/master/app/design/adminhtml/default/default/template/sales/order/view/history.phtml ; https://github.com/bragento/magento-core/blob/master/app/design/adminhtml/default/default/template/sales/order/view/tab/history.phtml ; https://github.com/bragento/magento-core/blob/master/app/design/frontend/base/default/template/customer/account/dashboard/newsletter.phtml ; https://github.com/bragento/magento-core/blob/master/app/design/frontend/base/default/template/customer/form/changepassword.phtml ; https://github.com/bragento/magento-core/blob/master/app/design/frontend/base/default/template/customer/form/newsletter.phtml ; https://github.com/bragento/magento-core/blob/master/app/design/frontend/base/defaul,https://snyk.io/vuln/SNYK-PHP-MAGENTOCORE-72835,N,,,,,,,,,,
SNYK-PHP-MEDIAWIKICORE-1019378,Information Disclosure,Composer,mediawiki/core,1.31.4,https://github.com/wikimedia/mediawiki,not found through script,https://github.com/wikimedia/mediawiki/blob/master/HISTORY ; https://github.com/wikimedia/mediawiki/blob/master/resources/lib/jquery.cookie/CHANGELOG.md ; https://github.com/wikimedia/mediawiki/blob/master/resources/lib/moment/CHANGELOG.md ; https://github.com/wikimedia/mediawiki/blob/master/resources/lib/oojs-router/History.md ; https://github.com/wikimedia/mediawiki/blob/master/resources/lib/ooui/History.md ; https://github.com/wikimedia/mediawiki/blob/master/tests/selenium/wdio-mediawiki/CHANGELOG.md,https://snyk.io/vuln/SNYK-PHP-MEDIAWIKICORE-1019378,Y,,changelog,Y,security mention; summary fix,Fix reference; Security Notice ,Y,N,,,
SNYK-PHP-MEDIAWIKICORE-1019378,Information Disclosure,Composer,mediawiki/core,1.32.4,https://github.com/wikimedia/mediawiki,not found through script,https://github.com/wikimedia/mediawiki/blob/master/HISTORY ; https://github.com/wikimedia/mediawiki/blob/master/resources/lib/jquery.cookie/CHANGELOG.md ; https://github.com/wikimedia/mediawiki/blob/master/resources/lib/moment/CHANGELOG.md ; https://github.com/wikimedia/mediawiki/blob/master/resources/lib/oojs-router/History.md ; https://github.com/wikimedia/mediawiki/blob/master/resources/lib/ooui/History.md ; https://github.com/wikimedia/mediawiki/blob/master/tests/selenium/wdio-mediawiki/CHANGELOG.md,https://snyk.io/vuln/SNYK-PHP-MEDIAWIKICORE-1019378,Y,,changelog,Y,security mention; summary fix,Fix reference; Security Notice ,Y,N,,,
SNYK-PHP-MEDIAWIKICORE-1019378,Information Disclosure,Composer,mediawiki/core,1.33.1,https://github.com/wikimedia/mediawiki,not found through script,https://github.com/wikimedia/mediawiki/blob/master/HISTORY ; https://github.com/wikimedia/mediawiki/blob/master/resources/lib/jquery.cookie/CHANGELOG.md ; https://github.com/wikimedia/mediawiki/blob/master/resources/lib/moment/CHANGELOG.md ; https://github.com/wikimedia/mediawiki/blob/master/resources/lib/oojs-router/History.md ; https://github.com/wikimedia/mediawiki/blob/master/resources/lib/ooui/History.md ; https://github.com/wikimedia/mediawiki/blob/master/tests/selenium/wdio-mediawiki/CHANGELOG.md,https://snyk.io/vuln/SNYK-PHP-MEDIAWIKICORE-1019378,Y,,changelog,Y,security mention; summary fix,Fix reference; Security Notice ,Y,N,,,
SNYK-PHP-NYSTUDIO107CRAFTSEOMATIC-568917,Server Side Template Injection (SSTI),Composer,nystudio107/craft-seomatic,3.3.0,https://github.com/nystudio107/craft-seomatic,https://github.com/nystudio107/craft-seomatic/releases/tag/3.3.0,https://github.com/nystudio107/craft-seomatic/blob/master/CHANGELOG.md,https://snyk.io/vuln/SNYK-PHP-NYSTUDIO107CRAFTSEOMATIC-568917,Y,github release note; changelog,changelog,Y,security header; risk explanation,Security notice; Vulnerability description,Y,N,,,critical marked later
SNYK-PHP-OCTOBEROCTOBER-1044029,Cross-site Scripting (XSS),Composer,october/october,1.0.469,https://github.com/octobercms/october,not found through script,https://github.com/octobercms/october/blob/master/CHANGELOG.md,https://snyk.io/vuln/SNYK-PHP-OCTOBEROCTOBER-1044029,Y,,homepage announcement,Y,security notice; risk explain,Security notice; Vulnerability description,Y,Y,affected api listed; api change notice,Affected API listed; api change notice,
SNYK-PHP-PHPWHOISPHPWHOIS-72387,Arbitrary Code Injection,Composer,phpwhois/phpwhois,manual checkup needed,https://github.com/phpWhois/phpWhois,,,https://snyk.io/vuln/SNYK-PHP-PHPWHOISPHPWHOIS-72387,disregard,,,,,,,,,,
SNYK-PHP-SABBERWORMPHPCSSPARSER-571300,Remote Code Execution (RCE),Composer,sabberworm/php-css-parser,8.3.1,https://github.com/sabberworm/PHP-CSS-Parser,not found through script,https://github.com/sabberworm/PHP-CSS-Parser/blob/master/CHANGELOG.md,https://snyk.io/vuln/SNYK-PHP-SABBERWORMPHPCSSPARSER-571300,N,,,,,,,,,,
SNYK-PHP-SILVERSTRIPEFRAMEWORK-546487,Cross-site Scripting (XSS),Composer,silverstripe/framework,3.4.4,https://github.com/silverstripe/silverstripe-framework,not found through script,https://github.com/silverstripe/silverstripe-framework/blob/master/docs/en/05_Contributing/04_Release_Process.md ; https://github.com/silverstripe/silverstripe-framework/blob/master/docs/en/05_Contributing/05_Making_A_SilverStripe_Core_Release.md,https://snyk.io/vuln/SNYK-PHP-SILVERSTRIPEFRAMEWORK-546487,N,,,,,,,,,,
SNYK-PHP-SILVERSTRIPEFRAMEWORK-546487,Cross-site Scripting (XSS),Composer,silverstripe/framework,3.5.2,https://github.com/silverstripe/silverstripe-framework,https://github.com/silverstripe/silverstripe-framework/releases/tag/3.5.2,https://github.com/silverstripe/silverstripe-framework/blob/master/docs/en/05_Contributing/04_Release_Process.md ; https://github.com/silverstripe/silverstripe-framework/blob/master/docs/en/05_Contributing/05_Making_A_SilverStripe_Core_Release.md,https://snyk.io/vuln/SNYK-PHP-SILVERSTRIPEFRAMEWORK-546487,Y,,github release note,Y,security notice; vuln details,Security Notice; Vulnerability description,Y,N,,,
